WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	Estimates Start After
228	CHL	PCPIE	Chile	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data. The index is based on 2000=100."	"Index, 2000=100"		"Definition: Consumer price index, end of period Source: National Statistical Office Frequency of source data: Monthly Latest actual data: 2006 Primary domestic currency:  Chilean pesos Data last updated: 09/2007"	6.919	7.691	9.283	11.456	14.16	17.96	21.076	25.53	28.67	34.748	44.211	52.518	59.317	66.774	72.902	78.974	84.212	89.305	93.472	95.642	100	102.67	105.613	106.772	109.382	113.381	116.291	122.699	126.431	2006
228	CHL	PCPIEPCH	Chile	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data."	Annual percent change		"See notes for:  End of year inflation, consumer prices (Index, 2000=100)."	31.2	11.2	20.7	23.4	23.6	26.8	17.3	21.1	12.3	21.2	27.2	18.8	12.9	12.6	9.2	8.3	6.6	6	4.7	2.3	4.6	2.7	2.9	1.1	2.4	3.7	2.6	5.5	3	2006
228	CHL	FLIBOR6	Chile	Six-month London interbank offered rate (LIBOR)		Percent																																
228	CHL	LUR	Chile	Unemployment rate		Percent of total labor force																																
228	CHL	LE	Chile	Employment		Persons	Millions																															
228	CHL	LP	Chile	Population		Persons	Millions	Definition: Population Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Chilean pesos Data last updated: 09/2007	11.06	11.316	11.49	11.669	11.855	12.047	12.246	12.452	12.664	12.88	13.1	13.32	13.545	13.771	13.994	14.21	14.419	14.622	14.822	15.018	15.211	15.402	15.589	15.749	15.991	16.185	16.381	16.58	16.781	2006
228	CHL	GGB	Chile	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency	Billions																															
228	CHL	GGB_NGDP	Chile	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP																																
228	CHL	GGSB	Chile	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	National currency	Billions																															
228	CHL	GGSB_NPGDP	Chile	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	Percent of potential GDP																																
228	CHL	GGND	Chile	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																															
228	CHL	GGND_NGDP	Chile	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																
228	CHL	GGD	Chile	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																															
228	CHL	GGD_NGDP	Chile	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																
228	CHL	BCA	Chile	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	U.S. dollars	Billions	Definition: Balance on current transactions excluding exceptional financing Source: Central Bank Latest actual data: 2006 Primary domestic currency:  Chilean pesos Data last updated: 09/2007	-1.751	-4.733	-2.304	-1.117	-2.111	-1.413	-1.191	-0.736	-0.231	-0.69	-0.484	-0.099	-0.958	-2.554	-1.585	-1.345	-3.083	-3.66	-3.918	0.099	-0.898	-1.1	-0.58	-0.779	2.075	1.315	5.256	5.885	3.908	2006
228	CHL	BCA_NGDPD	Chile	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	Percent of GDP		"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."	-6.4	-14.5	-9.5	-5.7	-11	-8.6	-6.7	-3.5	-0.9	-2.4	-1.5	-0.3	-2.2	-5.4	-2.9	-1.9	-4.1	-4.4	-4.9	0.1	-1.2	-1.6	-0.9	-1.1	2.2	1.1	3.6	3.7	2.3	2006
924	CHN	NGDP_R	China	"Gross domestic product, constant prices"	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	Billions	Definition: Gross domestic product at constant market prices. Production-based measure Source: CEIC Latest actual data: 2006 Base Year: 1990 Use of chain weighted prices indices: No Primary domestic currency:  Chinese yuan Data last updated: 09/2007	766.566	802.886	875.948	971.427	"1,119.08"	"1,270.16"	"1,381.93"	"1,542.24"	"1,716.51"	"1,786.89"	"1,854.79"	"2,025.43"	"2,313.04"	"2,636.87"	"2,982.30"	"3,307.37"	"3,638.11"	"3,976.45"	"4,286.61"	"4,612.39"	"4,999.84"	"5,414.82"	"5,907.57"	"6,498.33"	"7,154.66"	"7,898.74"	"8,775.50"	"9,784.69"	"10,763.26"	2006
924	CHN	NGDP_RPCH	China	"Gross domestic product, constant prices"	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change		"See notes for:  Gross domestic product, constant prices (National currency)."	7.9	4.7	9.1	10.9	15.2	13.5	8.8	11.6	11.3	4.1	3.8	9.2	14.2	14	13.1	10.9	10	9.3	7.8	7.6	8.4	8.3	9.1	10	10.1	10.4	11.1	11.5	10	2006
924	CHN	NGDP	China	"Gross domestic product, current prices"	GDP is expressed in billions of national currency units.	National currency	Billions	Definition: Gross domestic product at market prices. Production-based measure Source: CEIC Latest actual data: 2006 Primary domestic currency:  Chinese yuan Data last updated: 09/2007	460.906	496.062	529.47	593.45	717.1	896.44	"1,020.22"	"1,196.25"	"1,492.83"	"1,690.92"	"1,854.79"	"2,161.78"	"2,663.81"	"3,533.39"	"4,819.79"	"6,079.37"	"7,117.66"	"7,897.30"	"8,440.23"	"8,967.71"	"9,921.46"	"10,965.52"	"12,033.27"	"13,582.28"	"15,987.83"	"18,386.79"	"21,087.10"	"24,688.77"	"28,221.09"	2006
924	CHN	NGDPD	China	"Gross domestic product, current prices"	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	307.599	291.031	279.767	300.378	309.089	305.259	295.477	321.391	401.072	449.104	387.772	406.09	483.047	613.223	559.225	727.946	856.002	952.649	"1,019.48"	"1,083.29"	"1,198.48"	"1,324.81"	"1,453.83"	"1,640.96"	"1,931.65"	"2,243.69"	"2,644.64"	"3,248.52"	"3,713.30"	2006
924	CHN	NGDP_D	China	"Gross domestic product, deflator"	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index		"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."	60.126	61.785	60.445	61.091	64.079	70.577	73.826	77.566	86.969	94.629	100	106.732	115.165	134	161.613	183.813	195.642	198.602	196.897	194.426	198.436	202.509	203.692	209.012	223.46	232.781	240.295	252.32	262.198	2006
924	CHN	NGDPRPC	China	"Gross domestic product per capita, constant prices"	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."	776.623	802.308	861.696	943.06	"1,072.36"	"1,199.95"	"1,285.44"	"1,411.01"	"1,546.04"	"1,585.47"	"1,622.27"	"1,748.73"	"1,974.07"	"2,224.89"	"2,488.36"	"2,730.63"	"2,972.58"	"3,216.52"	"3,435.86"	"3,666.86"	"3,944.86"	"4,242.69"	"4,599.01"	"5,028.61"	"5,504.09"	"6,040.83"	"6,677.97"	"7,408.90"	"8,109.32"	2006
924	CHN	NGDPPC	China	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	466.953	495.705	520.855	576.12	687.16	846.889	948.98	"1,094.47"	"1,344.58"	"1,500.32"	"1,622.27"	"1,866.45"	"2,273.44"	"2,981.34"	"4,021.52"	"5,019.25"	"5,815.60"	"6,388.06"	"6,765.12"	"7,129.34"	"7,828.01"	"8,591.85"	"9,367.84"	"10,510.40"	"12,299.47"	"14,061.91"	"16,046.83"	"18,694.15"	"21,262.48"	2006
924	CHN	NGDPDPC	China	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	311.634	290.821	275.215	291.607	296.185	288.385	274.844	294.045	361.241	398.481	339.16	350.613	412.258	517.413	466.604	601.007	699.411	770.589	817.147	861.212	945.597	"1,038.04"	"1,131.80"	"1,269.83"	"1,486.02"	"1,715.93"	"2,012.52"	"2,459.76"	"2,797.70"	2006
924	CHN	NGAP_NPGDP	China	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP																																
924	CHN	PPPGDP	China	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	410.954	470.856	545.045	628.361	751.042	878.367	976.732	"1,119.81"	"1,288.87"	"1,392.46"	"1,501.18"	"1,696.63"	"1,982.12"	"2,311.79"	"2,670.21"	"3,021.85"	"3,387.05"	"3,763.65"	"4,102.21"	"4,477.86"	"4,959.76"	"5,500.28"	"6,105.57"	"6,859.02"	"7,768.88"	"8,853.99"	"10,147.33"	"11,606.34"	"12,988.64"	2006
924	CHN	PPPPC	China	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	416.345	470.517	536.176	610.012	719.686	829.814	908.528	"1,024.52"	"1,160.87"	"1,235.51"	"1,312.99"	"1,464.85"	"1,691.64"	"1,950.60"	"2,227.96"	"2,494.90"	"2,767.45"	"3,044.39"	"3,288.06"	"3,559.90"	"3,913.24"	"4,309.65"	"4,753.16"	"5,307.73"	"5,976.61"	"6,771.39"	"7,721.90"	"8,788.23"	"9,785.97"	2006
924	CHN	PPPSH	China	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent		"See notes for:  Gross domestic product, current prices (National currency)."	3.199	3.283	3.547	3.822	4.209	4.607	4.838	5.201	5.534	5.555	5.61	6.04	6.761	7.543	8.241	8.827	9.339	9.802	10.302	10.652	11.019	11.646	12.341	13.062	13.678	14.394	15.075	15.827	16.551	2005
924	CHN	PPPEX	China	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar		"See notes for:  Gross domestic product, current prices (National currency)."	1.122	1.054	0.971	0.944	0.955	1.021	1.045	1.068	1.158	1.214	1.236	1.274	1.344	1.528	1.805	2.012	2.101	2.098	2.057	2.003	2	1.994	1.971	1.98	2.058	2.077	2.078	2.127	2.173	2006
924	CHN	NID_NGDP	China	Investment	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																
924	CHN	NGSD_NGDP	China	Gross national savings	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																
924	CHN	PCPI	China	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100."	"Index, 2000=100"		Definition: Consumer price index annual average Source: CEIC Latest actual data: 2006 Primary domestic currency:  Chinese yuan Data last updated: 09/2007	25.367	25.972	26.473	26.87	27.63	30.199	32.162	34.51	40.998	48.377	49.877	51.573	54.874	62.94	78.109	91.465	99.057	101.83	101.016	99.602	100	100.725	99.953	101.119	105.063	106.971	108.54	113.429	117.87	2006
924	CHN	PCPIPCH	China	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data."	Annual percent change		"See notes for:  Average annual inflation, consumer prices (Index, 2000=100)."	6	2.4	1.9	1.5	2.8	9.3	6.5	7.3	18.8	18	3.1	3.4	6.4	14.7	24.1	17.1	8.3	2.8	-0.8	-1.4	0.4	0.7	-0.8	1.2	3.9	1.8	1.5	4.5	3.9	2006
924	CHN	PCPIE	China	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data. The index is based on 2000=100."	"Index, 2000=100"		"Definition: Consumer price index, end of period Source: CEIC Frequency of source data: Monthly Latest actual data: 2006 Primary domestic currency:  Chinese yuan Data last updated: 09/2007"	n/a	n/a	n/a	n/a	n/a	n/a	32.555	35.454	45.345	48.338	50.415	52.684	57.32	68.098	85.463	94.093	100.681	101.081	100.021	99.11	100	99.879	99.292	101.992	105.284	106.758	108.893	115.109	119.126	2006
924	CHN	PCPIEPCH	China	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data."	Annual percent change		"See notes for:  End of year inflation, consumer prices (Index, 2000=100)."	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.9	27.9	6.6	4.3	4.5	8.8	18.8	25.5	10.1	7	0.4	-1	-0.9	0.9	-0.1	-0.6	2.7	3.2	1.4	2	5.7	3.5	2006
924	CHN	FLIBOR6	China	Six-month London interbank offered rate (LIBOR)		Percent																																
924	CHN	LUR	China	Unemployment rate		Percent of total labor force																																
924	CHN	LE	China	Employment		Persons	Millions																															
924	CHN	LP	China	Population		Persons	Millions	Definition: Population Source: CEIC Latest actual data: 2006 Primary domestic currency:  Chinese yuan Data last updated: 09/2007	987.05	"1,000.72"	"1,016.54"	"1,030.08"	"1,043.57"	"1,058.51"	"1,075.07"	"1,093.00"	"1,110.26"	"1,127.04"	"1,143.33"	"1,158.23"	"1,171.71"	"1,185.17"	"1,198.50"	"1,211.21"	"1,223.89"	"1,236.26"	"1,247.61"	"1,257.86"	"1,267.43"	"1,276.27"	"1,284.53"	"1,292.27"	"1,299.88"	"1,307.56"	"1,314.10"	"1,320.67"	"1,327.27"	2006
924	CHN	GGB	China	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency	Billions																															
924	CHN	GGB_NGDP	China	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP																																
924	CHN	GGSB	China	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	National currency	Billions																															
924	CHN	GGSB_NPGDP	China	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	Percent of potential GDP																																
924	CHN	GGND	China	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																															
924	CHN	GGND_NGDP	China	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																
924	CHN	GGD	China	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																															
924	CHN	GGD_NGDP	China	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																
924	CHN	BCA	China	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	U.S. dollars	Billions	Definition: Balance on current transactions excluding exceptional financing Source: CEIC Latest actual data: 2006 Primary domestic currency:  Chinese yuan Data last updated: 09/2007	0.286	2.275	5.599	4.144	1.944	-11.508	-7.233	0.3	-3.802	-4.317	11.997	13.271	6.402	-11.902	7.657	1.618	7.243	36.962	31.472	15.669	20.519	17.405	35.422	45.875	68.659	160.818	249.866	379.162	453.146	2006
924	CHN	BCA_NGDPD	China	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	Percent of GDP		"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."	0.1	0.8	2	1.4	0.6	-3.8	-2.4	0.1	-0.9	-1	3.1	3.3	1.3	-1.9	1.4	0.2	0.8	3.9	3.1	1.4	1.7	1.3	2.4	2.8	3.6	7.2	9.4	11.7	12.2	2006
233	COL	NGDP_R	Colombia	"Gross domestic product, constant prices"	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	Billions	Definition: Gross domestic product at constant market prices Source: National Statistical Office Latest actual data: 2006 Base Year: 1994 Use of chain weighted prices indices: No Primary domestic currency:  Colombian pesos Data last updated: 09/2007	"40,669.10"	"41,595.08"	"41,989.58"	"42,650.48"	"44,079.56"	"45,449.16"	"48,096.15"	"50,678.40"	"52,738.06"	"54,538.59"	"56,873.93"	"58,222.94"	"60,757.53"	"64,226.88"	"67,532.86"	"71,046.22"	"72,506.82"	"74,994.02"	"75,421.33"	"72,250.60"	"74,363.83"	"75,458.11"	"76,917.22"	"79,884.49"	"83,772.43"	"87,727.93"	"93,723.34"	"99,909.08"	"104,654.76"	2006
233	COL	NGDP_RPCH	Colombia	"Gross domestic product, constant prices"	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change		"See notes for:  Gross domestic product, constant prices (National currency)."	4.4	2.3	0.9	1.6	3.4	3.1	5.8	5.4	4.1	3.4	4.3	2.4	4.4	5.7	5.1	5.2	2.1	3.4	0.6	-4.2	2.9	1.5	1.9	3.9	4.9	4.7	6.8	6.6	4.8	2006
233	COL	NGDP	Colombia	"Gross domestic product, current prices"	GDP is expressed in billions of national currency units.	National currency	Billions	Definition: Gross domestic product at market prices Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Colombian pesos Data last updated: 09/2007	"1,839.24"	"2,309.37"	"2,908.64"	"3,557.20"	"4,491.82"	"5,783.84"	"7,906.04"	"10,277.92"	"13,663.68"	"17,618.32"	"23,560.00"	"30,406.87"	"39,035.49"	"51,128.87"	"67,532.86"	"84,439.11"	"100,711.39"	"121,707.50"	"140,483.32"	"151,565.01"	"174,896.26"	"188,558.79"	"203,451.41"	"228,516.60"	"257,746.37"	"285,312.86"	"320,543.48"	"356,775.00"	"394,031.02"	2006
233	COL	NGDPD	Colombia	"Gross domestic product, current prices"	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	38.902	42.382	45.386	45.109	44.554	40.642	40.69	42.364	45.672	46.054	46.908	49.519	57.373	65.021	81.707	92.496	97.147	106.66	98.444	86.186	83.786	81.99	81.122	79.459	98.059	122.9	135.883	171.738	182.142	2006
233	COL	NGDP_D	Colombia	"Gross domestic product, deflator"	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index		"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."	4.522	5.552	6.927	8.34	10.19	12.726	16.438	20.281	25.909	32.304	41.425	52.225	64.248	79.607	100	118.851	138.899	162.29	186.265	209.777	235.19	249.885	264.507	286.059	307.674	325.225	342.01	357.1	376.506	2006
233	COL	NGDPRPC	Colombia	"Gross domestic product per capita, constant prices"	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."	"1,429,664.81"	"1,430,358.55"	"1,412,917.95"	"1,404,821.92"	"1,421,725.00"	"1,435,597.09"	"1,488,819.25"	"1,537,412.20"	"1,567,458.24"	"1,589,419.12"	"1,626,379.73"	"1,631,521.33"	"1,668,878.09"	"1,729,910.08"	"1,784,263.64"	"1,843,363.01"	"1,845,154.64"	"1,871,851.21"	"1,847,347.71"	"1,737,251.91"	"1,757,121.83"	"1,751,959.01"	"1,754,734.15"	"1,791,791.93"	"1,848,250.47"	"1,905,507.30"	"2,003,822.07"	"2,102,591.98"	"2,167,942.10"	2006
233	COL	NGDPPC	Colombia	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"64,655.78"	"79,413.75"	"97,873.60"	"117,167.10"	"144,877.50"	"182,693.46"	"244,731.83"	"311,797.61"	"406,106.12"	"513,451.04"	"673,727.18"	"852,060.43"	"1,072,220.56"	"1,377,123.40"	"1,784,263.64"	"2,190,854.60"	"2,562,904.79"	"3,037,819.95"	"3,440,957.09"	"3,644,351.62"	"4,132,573.97"	"4,377,889.57"	"4,641,394.15"	"5,125,578.27"	"5,686,594.47"	"6,197,180.03"	"6,853,277.93"	"7,508,349.19"	"8,162,423.10"	2006
